node_id,x_m,y_m,z_m
394,4.0,2.5,0.0
395,4.5,2.5,0.0
396,5.0,2.5,0.0
397,5.5,2.5,0.0
398,6.0,2.5,0.0
399,6.5,2.5,0.0
400,7.0,2.5,0.0
401,7.5,2.5,0.0
402,8.0,2.5,0.0
403,8.5,2.5,0.0
404,9.0,2.5,0.0
405,9.5,2.5,0.0
406,10.0,2.5,0.0
407,10.5,2.5,0.0
408,11.0,2.5,0.0
409,11.5,2.5,0.0
410,12.0,2.5,0.0
411,12.5,2.5,0.0
412,13.0,2.5,0.0
413,13.5,2.5,0.0
414,14.0,2.5,0.0
415,14.5,2.5,0.0
416,15.0,2.5,0.0
417,15.5,2.5,0.0
418,16.0,2.5,0.0
419,16.5,2.5,0.0
420,17.0,2.5,0.0
421,17.5,2.5,0.0
422,18.0,2.5,0.0
423,18.5,2.5,0.0
424,19.0,2.5,0.0
425,19.5,2.5,0.0
426,20.0,2.5,0.0
427,20.5,2.5,0.0
428,21.0,2.5,0.0
429,21.5,2.5,0.0
430,22.0,2.5,0.0
431,22.5,2.5,0.0
432,23.0,2.5,0.0
433,23.5,2.5,0.0
434,24.0,2.5,0.0
435,24.5,2.5,0.0
436,25.0,2.5,0.0
437,25.5,2.5,0.0
438,26.0,2.5,0.0
439,26.5,2.5,0.0
440,27.0,2.5,0.0
441,27.5,2.5,0.0
442,28.0,2.5,0.0
443,28.5,2.5,0.0
444,29.0,2.5,0.0
445,29.5,2.5,0.0
446,30.0,2.5,0.0
447,30.5,2.5,0.0
448,31.0,2.5,0.0
449,31.5,2.5,0.0
450,32.0,2.5,0.0
451,32.5,2.5,0.0
452,33.0,2.5,0.0
453,33.5,2.5,0.0
454,34.0,2.5,0.0
455,34.5,2.5,0.0
456,35.0,2.5,0.0
457,35.5,2.5,0.0
458,36.0,2.5,0.0
459,36.5,2.5,0.0
460,37.0,2.5,0.0
461,37.5,2.5,0.0
462,38.0,2.5,0.0
463,0.0,3.0,0.0
464,0.5,3.0,0.0
465,1.0,3.0,0.0
466,1.5,3.0,0.0
467,2.0,3.0,0.0
468,2.5,3.0,0.0
469,3.0,3.0,0.0
470,3.5,3.0,0.0
471,4.0,3.0,0.0
472,4.5,3.0,0.0
473,5.0,3.0,0.0
474,5.5,3.0,0.0
475,6.0,3.0,0.0
476,6.5,3.0,0.0
477,7.0,3.0,0.0
478,7.5,3.0,0.0
479,8.0,3.0,0.0
480,8.5,3.0,0.0
481,9.0,3.0,0.0
482,9.5,3.0,0.0
483,10.0,3.0,0.0
484,10.5,3.0,0.0
485,11.0,3.0,0.0
486,11.5,3.0,0.0
487,12.0,3.0,0.0
488,12.5,3.0,0.0
489,13.0,3.0,0.0
490,13.5,3.0,0.0
491,14.0,3.0,0.0
492,14.5,3.0,0.0
493,15.0,3.0,0.0
494,15.5,3.0,0.0
495,16.0,3.0,0.0
496,16.5,3.0,0.0
497,17.0,3.0,0.0
498,17.5,3.0,0.0
499,18.0,3.0,0.0
500,18.5,3.0,0.0
501,19.0,3.0,0.0
502,19.5,3.0,0.0
503,20.0,3.0,0.0
504,20.5,3.0,0.0
505,21.0,3.0,0.0
506,21.5,3.0,0.0
507,22.0,3.0,0.0
508,22.5,3.0,0.0
509,23.0,3.0,0.0
510,23.5,3.0,0.0
511,24.0,3.0,0.0
512,24.5,3.0,0.0
513,25.0,3.0,0.0
514,25.5,3.0,0.0
515,26.0,3.0,0.0
516,26.5,3.0,0.0
517,27.0,3.0,0.0
518,27.5,3.0,0.0
519,28.0,3.0,0.0
520,28.5,3.0,0.0
521,29.0,3.0,0.0
522,29.5,3.0,0.0
523,30.0,3.0,0.0
524,30.5,3.0,0.0
525,31.0,3.0,0.0
526,31.5,3.0,0.0
527,32.0,3.0,0.0
528,32.5,3.0,0.0
529,33.0,3.0,0.0
530,33.5,3.0,0.0
531,34.0,3.0,0.0
532,34.5,3.0,0.0
533,35.0,3.0,0.0
534,35.5,3.0,0.0
535,36.0,3.0,0.0
536,36.5,3.0,0.0
537,37.0,3.0,0.0
538,37.5,3.0,0.0
539,38.0,3.0,0.0
540,0.0,3.5,0.0
541,0.5,3.5,0.0
542,1.0,3.5,0.0
543,1.5,3.5,0.0
544,2.0,3.5,0.0
545,2.5,3.5,0.0
546,3.0,3.5,0.0
547,3.5,3.5,0.0
548,4.0,3.5,0.0
549,4.5,3.5,0.0
550,5.0,3.5,0.0
551,5.5,3.5,0.0
552,6.0,3.5,0.0
553,6.5,3.5,0.0
554,7.0,3.5,0.0
555,7.5,3.5,0.0
556,8.0,3.5,0.0
557,8.5,3.5,0.0
558,9.0,3.5,0.0
559,9.5,3.5,0.0
560,10.0,3.5,0.0
561,10.5,3.5,0.0
562,11.0,3.5,0.0
563,11.5,3.5,0.0
564,12.0,3.5,0.0
565,12.5,3.5,0.0
566,13.0,3.5,0.0
567,13.5,3.5,0.0
568,14.0,3.5,0.0
569,14.5,3.5,0.0
570,15.0,3.5,0.0
571,15.5,3.5,0.0
572,16.0,3.5,0.0
573,16.5,3.5,0.0
574,17.0,3.5,0.0
575,17.5,3.5,0.0
576,18.0,3.5,0.0
577,18.5,3.5,0.0
578,19.0,3.5,0.0
579,19.5,3.5,0.0
580,20.0,3.5,0.0
581,20.5,3.5,0.0
582,21.0,3.5,0.0
583,21.5,3.5,0.0
584,22.0,3.5,0.0
585,22.5,3.5,0.0
586,23.0,3.5,0.0
587,23.5,3.5,0.0
588,24.0,3.5,0.0
589,24.5,3.5,0.0
590,25.0,3.5,0.0
591,25.5,3.5,0.0
592,26.0,3.5,0.0
593,26.5,3.5,0.0
594,27.0,3.5,0.0
595,27.5,3.5,0.0
596,28.0,3.5,0.0
597,28.5,3.5,0.0
598,29.0,3.5,0.0
599,29.5,3.5,0.0
600,30.0,3.5,0.0
601,30.5,3.5,0.0
602,31.0,3.5,0.0
603,31.5,3.5,0.0
604,32.0,3.5,0.0
605,32.5,3.5,0.0
606,33.0,3.5,0.0
607,33.5,3.5,0.0
608,34.0,3.5,0.0
609,34.5,3.5,0.0
610,35.0,3.5,0.0
611,35.5,3.5,0.0
612,36.0,3.5,0.0
613,36.5,3.5,0.0
614,37.0,3.5,0.0
615,37.5,3.5,0.0
616,38.0,3.5,0.0
617,0.0,4.0,0.0
618,0.5,4.0,0.0
619,1.0,4.0,0.0
620,1.5,4.0,0.0
621,2.0,4.0,0.0
622,2.5,4.0,0.0
623,3.0,4.0,0.0
624,3.5,4.0,0.0
625,4.0,4.0,0.0
626,4.5,4.0,0.0
627,5.0,4.0,0.0
628,5.5,4.0,0.0
629,6.0,4.0,0.0
630,6.5,4.0,0.0
631,7.0,4.0,0.0
632,7.5,4.0,0.0
633,8.0,4.0,0.0
634,8.5,4.0,0.0
635,9.0,4.0,0.0
636,9.5,4.0,0.0
637,10.0,4.0,0.0
638,10.5,4.0,0.0
639,11.0,4.0,0.0
640,11.5,4.0,0.0
641,12.0,4.0,0.0
642,12.5,4.0,0.0
643,13.0,4.0,0.0
644,13.5,4.0,0.0
645,14.0,4.0,0.0
646,14.5,4.0,0.0
647,15.0,4.0,0.0
648,15.5,4.0,0.0
649,16.0,4.0,0.0
650,16.5,4.0,0.0
651,17.0,4.0,0.0
652,17.5,4.0,0.0
653,18.0,4.0,0.0
654,18.5,4.0,0.0
655,19.0,4.0,0.0
656,19.5,4.0,0.0
657,20.0,4.0,0.0
658,20.5,4.0,0.0
659,21.0,4.0,0.0
660,21.5,4.0,0.0
661,22.0,4.0,0.0
662,22.5,4.0,0.0
663,23.0,4.0,0.0
664,23.5,4.0,0.0
665,24.0,4.0,0.0
666,24.5,4.0,0.0
667,25.0,4.0,0.0
668,25.5,4.0,0.0
669,26.0,4.0,0.0
670,26.5,4.0,0.0
671,27.0,4.0,0.0
672,27.5,4.0,0.0
673,28.0,4.0,0.0
674,28.5,4.0,0.0
675,29.0,4.0,0.0
676,29.5,4.0,0.0
677,30.0,4.0,0.0
678,30.5,4.0,0.0
679,31.0,4.0,0.0
680,31.5,4.0,0.0
681,32.0,4.0,0.0
682,32.5,4.0,0.0
683,33.0,4.0,0.0
684,33.5,4.0,0.0
685,34.0,4.0,0.0
686,34.5,4.0,0.0
687,35.0,4.0,0.0
688,35.5,4.0,0.0
689,36.0,4.0,0.0
690,36.5,4.0,0.0
691,37.0,4.0,0.0
692,37.5,4.0,0.0
693,38.0,4.0,0.0
694,0.0,4.5,0.0
695,0.5,4.5,0.0
696,1.0,4.5,0.0
697,1.5,4.5,0.0
698,2.0,4.5,0.0
699,2.5,4.5,0.0
700,3.0,4.5,0.0
701,3.5,4.5,0.0
702,4.0,4.5,0.0
703,4.5,4.5,0.0
704,5.0,4.5,0.0
705,5.5,4.5,0.0
706,6.0,4.5,0.0
707,6.5,4.5,0.0
708,7.0,4.5,0.0
709,7.5,4.5,0.0
710,8.0,4.5,0.0
